lok,HAVOMR,Lokasjon,LOKREF,geometry
1509,15,09,15-09,"POLYGON ((32 75, 32 75.09090909090909, 32 75.18181818181819, 32 75.27272727272727, 32 75.36363636363636, 32 75.45454545454545, 32 75.54545454545455, 32 75.63636363636364, 32 75.72727272727273, 32 75.81818181818181, 32 75.90909090909091, 32 76, 32.09523809523809 76, 32.19047619047619 76, 32.28571428571428 76, 32.38095238095238 76, 32.47619047619047 76, 32.57142857142857 76, 32.66666666666666 76, 32.76190476190476 76, 32.85714285714285 76, 32.95238095238095 76, 33.04761904761905 76, 33.14285714285715 76, 33.23809523809524 76, 33.33333333333334 76, 33.42857142857143 76, 33.52380952380953 76, 33.61904761904762 76, 33.71428571428572 76, 33.80952380952381 76, 33.90476190476191 76, 34 76, 34 75.90909090909091, 34 75.81818181818181, 34 75.72727272727273, 34 75.63636363636364, 34 75.54545454545455, 34 75.45454545454545, 34 75.36363636363636, 34 75.27272727272727, 34 75.18181818181819, 34 75.09090909090909, 34 75, 33.90476190476191 75, 33.80952380952381 75, 33.71428571428572 75, 33.61904761904762 75, 33.52380952380953 75, 33.42857142857143 75, 33.33333333333334 75, 33.23809523809524 75, 33.14285714285715 75, 33.04761904761905 75, 32.95238095238095 75, 32.85714285714285 75, 32.76190476190476 75, 32.66666666666666 75, 32.57142857142857 75, 32.47619047619047 75, 32.38095238095238 75, 32.28571428571428 75, 32.19047619047619 75, 32.09523809523809 75, 32 75))"
1510,15,10,15-10,"POLYGON ((34 75, 34 75.09090909090909, 34 75.18181818181819, 34 75.27272727272727, 34 75.36363636363636, 34 75.45454545454545, 34 75.54545454545455, 34 75.63636363636364, 34 75.72727272727273, 34 75.81818181818181, 34 75.90909090909091, 34 76, 34.09523809523809 76, 34.19047619047619 76, 34.28571428571428 76, 34.38095238095238 76, 34.47619047619047 76, 34.57142857142857 76, 34.66666666666666 76, 34.76190476190476 76, 34.85714285714285 76, 34.95238095238095 76, 35.04761904761905 76, 35.14285714285715 76, 35.23809523809524 76, 35.33333333333334 76, 35.42857142857143 76, 35.52380952380953 76, 35.61904761904762 76, 35.71428571428572 76, 35.80952380952381 76, 35.90476190476191 76, 36 76, 36 75.90909090909091, 36 75.81818181818181, 36 75.72727272727273, 36 75.63636363636364, 36 75.54545454545455, 36 75.45454545454545, 36 75.36363636363636, 36 75.27272727272727, 36 75.18181818181819, 36 75.09090909090909, 36 75, 35.90476190476191 75, 35.80952380952381 75, 35.71428571428572 75, 35.61904761904762 75, 35.52380952380953 75, 35.42857142857143 75, 35.33333333333334 75, 35.23809523809524 75, 35.14285714285715 75, 35.04761904761905 75, 34.95238095238095 75, 34.85714285714285 75, 34.76190476190476 75, 34.66666666666666 75, 34.57142857142857 75, 34.47619047619047 75, 34.38095238095238 75, 34.28571428571428 75, 34.19047619047619 75, 34.09523809523809 75, 34 75))"
1511,15,11,15-11,"POLYGON ((36 75, 36 75.09090909090909, 36 75.18181818181819, 36 75.27272727272727, 36 75.36363636363636, 36 75.45454545454545, 36 75.54545454545455, 36 75.63636363636364, 36 75.72727272727273, 36 75.81818181818181, 36 75.90909090909091, 36 76, 36.09523809523809 76, 36.19047619047619 76, 36.28571428571428 76, 36.38095238095238 76, 36.47619047619047 76, 36.57142857142857 76, 36.66666666666666 76, 36.76190476190476 76, 36.85714285714285 76, 36.95238095238095 76, 37.04761904761905 76, 37.14285714285715 76, 37.23809523809524 76, 37.33333333333334 76, 37.42857142857143 76, 37.52380952380953 76, 37.61904761904762 76, 37.71428571428572 76, 37.80952380952381 76, 37.90476190476191 76, 38 76, 38 75.90909090909091, 38 75.81818181818181, 38 75.72727272727273, 38 75.63636363636364, 38 75.54545454545455, 38 75.45454545454545, 38 75.36363636363636, 38 75.27272727272727, 38 75.18181818181819, 38 75.09090909090909, 38 75, 37.90476190476191 75, 37.80952380952381 75, 37.71428571428572 75, 37.61904761904762 75, 37.52380952380953 75, 37.42857142857143 75, 37.33333333333334 75, 37.23809523809524 75, 37.14285714285715 75, 37.04761904761905 75, 36.95238095238095 75, 36.85714285714285 75, 36.76190476190476 75, 36.66666666666666 75, 36.57142857142857 75, 36.47619047619047 75, 36.38095238095238 75, 36.28571428571428 75, 36.19047619047619 75, 36.09523809523809 75, 36 75))"
1512,15,12,15-12,"POLYGON ((38 75, 38 75.09090909090909, 38 75.18181818181819, 38 75.27272727272727, 38 75.36363636363636, 38 75.45454545454545, 38 75.54545454545455, 38 75.63636363636364, 38 75.72727272727273, 38 75.81818181818181, 38 75.90909090909091, 38 76, 38.09523809523809 76, 38.19047619047619 76, 38.28571428571428 76, 38.38095238095238 76, 38.47619047619047 76, 38.57142857142857 76, 38.66666666666666 76, 38.76190476190476 76, 38.85714285714285 76, 38.95238095238095 76, 39.04761904761905 76, 39.14285714285715 76, 39.23809523809524 76, 39.33333333333334 76, 39.42857142857143 76, 39.52380952380953 76, 39.61904761904762 76, 39.71428571428572 76, 39.80952380952381 76, 39.90476190476191 76, 40 76, 40 75.90909090909091, 40 75.81818181818181, 40 75.72727272727273, 40 75.63636363636364, 40 75.54545454545455, 40 75.45454545454545, 40 75.36363636363636, 40 75.27272727272727, 40 75.18181818181819, 40 75.09090909090909, 40 75, 39.90476190476191 75, 39.80952380952381 75, 39.71428571428572 75, 39.61904761904762 75, 39.52380952380953 75, 39.42857142857143 75, 39.33333333333334 75, 39.23809523809524 75, 39.14285714285715 75, 39.04761904761905 75, 38.95238095238095 75, 38.85714285714285 75, 38.76190476190476 75, 38.66666666666666 75, 38.57142857142857 75, 38.47619047619047 75, 38.38095238095238 75, 38.28571428571428 75, 38.19047619047619 75, 38.09523809523809 75, 38 75))"
1601,16,01,16-01,"POLYGON ((40 74, 40 74.09090909090909, 40 74.18181818181819, 40 74.27272727272727, 40 74.36363636363636, 40 74.45454545454545, 40 74.54545454545455, 40 74.63636363636364, 40 74.72727272727273, 40 74.81818181818181, 40 74.90909090909091, 40 75, 40.09523809523809 75, 40.19047619047619 75, 40.28571428571428 75, 40.38095238095238 75, 40.47619047619047 75, 40.57142857142857 75, 40.66666666666666 75, 40.76190476190476 75, 40.85714285714285 75, 40.95238095238095 75, 41.04761904761905 75, 41.14285714285715 75, 41.23809523809524 75, 41.33333333333334 75, 41.42857142857143 75, 41.52380952380953 75, 41.61904761904762 75, 41.71428571428572 75, 41.80952380952381 75, 41.90476190476191 75, 42 75, 42 74.90909090909091, 42 74.81818181818181, 42 74.72727272727273, 42 74.63636363636364, 42 74.54545454545455, 42 74.45454545454545, 42 74.36363636363636, 42 74.27272727272727, 42 74.18181818181819, 42 74.09090909090909, 42 74, 41.90476190476191 74, 41.80952380952381 74, 41.71428571428572 74, 41.61904761904762 74, 41.52380952380953 74, 41.42857142857143 74, 41.33333333333334 74, 41.23809523809524 74, 41.14285714285715 74, 41.04761904761905 74, 40.95238095238095 74, 40.85714285714285 74, 40.76190476190476 74, 40.66666666666666 74, 40.57142857142857 74, 40.47619047619047 74, 40.38095238095238 74, 40.28571428571428 74, 40.19047619047619 74, 40.09523809523809 74, 40 74))"
1602,16,02,16-02,"POLYGON ((42 74, 42 74.09090909090909, 42 74.18181818181819, 42 74.27272727272727, 42 74.36363636363636, 42 74.45454545454545, 42 74.54545454545455, 42 74.63636363636364, 42 74.72727272727273, 42 74.81818181818181, 42 74.90909090909091, 42 75, 42.09523809523809 75, 42.19047619047619 75, 42.28571428571428 75, 42.38095238095238 75, 42.47619047619047 75, 42.57142857142857 75, 42.66666666666666 75, 42.76190476190476 75, 42.85714285714285 75, 42.95238095238095 75, 43.04761904761905 75, 43.14285714285715 75, 43.23809523809524 75, 43.33333333333334 75, 43.42857142857143 75, 43.52380952380953 75, 43.61904761904762 75, 43.71428571428572 75, 43.80952380952381 75, 43.90476190476191 75, 44 75, 44 74.90909090909091, 44 74.81818181818181, 44 74.72727272727273, 44 74.63636363636364, 44 74.54545454545455, 44 74.45454545454545, 44 74.36363636363636, 44 74.27272727272727, 44 74.18181818181819, 44 74.09090909090909, 44 74, 43.90476190476191 74, 43.80952380952381 74, 43.71428571428572 74, 43.61904761904762 74, 43.52380952380953 74, 43.42857142857143 74, 43.33333333333334 74, 43.23809523809524 74, 43.14285714285715 74, 43.04761904761905 74, 42.95238095238095 74, 42.85714285714285 74, 42.76190476190476 74, 42.66666666666666 74, 42.57142857142857 74, 42.47619047619047 74, 42.38095238095238 74, 42.28571428571428 74, 42.19047619047619 74, 42.09523809523809 74, 42 74))"
1603,16,03,16-03,"POLYGON ((44 74, 44 74.09090909090909, 44 74.18181818181819, 44 74.27272727272727, 44 74.36363636363636, 44 74.45454545454545, 44 74.54545454545455, 44 74.63636363636364, 44 74.72727272727273, 44 74.81818181818181, 44 74.90909090909091, 44 75, 44.09523809523809 75, 44.19047619047619 75, 44.28571428571428 75, 44.38095238095238 75, 44.47619047619047 75, 44.57142857142857 75, 44.66666666666666 75, 44.76190476190476 75, 44.85714285714285 75, 44.95238095238095 75, 45.04761904761905 75, 45.14285714285715 75, 45.23809523809524 75, 45.33333333333334 75, 45.42857142857143 75, 45.52380952380953 75, 45.61904761904762 75, 45.71428571428572 75, 45.80952380952381 75, 45.90476190476191 75, 46 75, 46 74.90909090909091, 46 74.81818181818181, 46 74.72727272727273, 46 74.63636363636364, 46 74.54545454545455, 46 74.45454545454545, 46 74.36363636363636, 46 74.27272727272727, 46 74.18181818181819, 46 74.09090909090909, 46 74, 45.90476190476191 74, 45.80952380952381 74, 45.71428571428572 74, 45.61904761904762 74, 45.52380952380953 74, 45.42857142857143 74, 45.33333333333334 74, 45.23809523809524 74, 45.14285714285715 74, 45.04761904761905 74, 44.95238095238095 74, 44.85714285714285 74, 44.76190476190476 74, 44.66666666666666 74, 44.57142857142857 74, 44.47619047619047 74, 44.38095238095238 74, 44.28571428571428 74, 44.19047619047619 74, 44.09523809523809 74, 44 74))"
1604,16,04,16-04,"POLYGON ((46 74, 46 74.09090909090909, 46 74.18181818181819, 46 74.27272727272727, 46 74.36363636363636, 46 74.45454545454545, 46 74.54545454545455, 46 74.63636363636364, 46 74.72727272727273, 46 74.81818181818181, 46 74.90909090909091, 46 75, 46.09523809523809 75, 46.19047619047619 75, 46.28571428571428 75, 46.38095238095238 75, 46.47619047619047 75, 46.57142857142857 75, 46.66666666666666 75, 46.76190476190476 75, 46.85714285714285 75, 46.95238095238095 75, 47.04761904761905 75, 47.14285714285715 75, 47.23809523809524 75, 47.33333333333334 75, 47.42857142857143 75, 47.52380952380953 75, 47.61904761904762 75, 47.71428571428572 75, 47.80952380952381 75, 47.90476190476191 75, 48 75, 48 74.90909090909091, 48 74.81818181818181, 48 74.72727272727273, 48 74.63636363636364, 48 74.54545454545455, 48 74.45454545454545, 48 74.36363636363636, 48 74.27272727272727, 48 74.18181818181819, 48 74.09090909090909, 48 74, 47.90476190476191 74, 47.80952380952381 74, 47.71428571428572 74, 47.61904761904762 74, 47.52380952380953 74, 47.42857142857143 74, 47.33333333333334 74, 47.23809523809524 74, 47.14285714285715 74, 47.04761904761905 74, 46.95238095238095 74, 46.85714285714285 74, 46.76190476190476 74, 46.66666666666666 74, 46.57142857142857 74, 46.47619047619047 74, 46.38095238095238 74, 46.28571428571428 74, 46.19047619047619 74, 46.09523809523809 74, 46 74))"
1605,16,05,16-05,"POLYGON ((48 74, 48 74.09090909090909, 48 74.18181818181819, 48 74.27272727272727, 48 74.36363636363636, 48 74.45454545454545, 48 74.54545454545455, 48 74.63636363636364, 48 74.72727272727273, 48 74.81818181818181, 48 74.90909090909091, 48 75, 48.09523809523809 75, 48.19047619047619 75, 48.28571428571428 75, 48.38095238095238 75, 48.47619047619047 75, 48.57142857142857 75, 48.66666666666666 75, 48.76190476190476 75, 48.85714285714285 75, 48.95238095238095 75, 49.04761904761905 75, 49.14285714285715 75, 49.23809523809524 75, 49.33333333333334 75, 49.42857142857143 75, 49.52380952380953 75, 49.61904761904762 75, 49.71428571428572 75, 49.80952380952381 75, 49.90476190476191 75, 50 75, 50 74.90909090909091, 50 74.81818181818181, 50 74.72727272727273, 50 74.63636363636364, 50 74.54545454545455, 50 74.45454545454545, 50 74.36363636363636, 50 74.27272727272727, 50 74.18181818181819, 50 74.09090909090909, 50 74, 49.90476190476191 74, 49.80952380952381 74, 49.71428571428572 74, 49.61904761904762 74, 49.52380952380953 74, 49.42857142857143 74, 49.33333333333334 74, 49.23809523809524 74, 49.14285714285715 74, 49.04761904761905 74, 48.95238095238095 74, 48.85714285714285 74, 48.76190476190476 74, 48.66666666666666 74, 48.57142857142857 74, 48.47619047619047 74, 48.38095238095238 74, 48.28571428571428 74, 48.19047619047619 74, 48.09523809523809 74, 48 74))"
1606,16,06,16-06,"POLYGON ((50 74, 50 74.09090909090909, 50 74.18181818181819, 50 74.27272727272727, 50 74.36363636363636, 50 74.45454545454545, 50 74.54545454545455, 50 74.63636363636364, 50 74.72727272727273, 50 74.81818181818181, 50 74.90909090909091, 50 75, 50.09523809523809 75, 50.19047619047619 75, 50.28571428571428 75, 50.38095238095238 75, 50.47619047619047 75, 50.57142857142857 75, 50.66666666666666 75, 50.76190476190476 75, 50.85714285714285 75, 50.95238095238095 75, 51.04761904761905 75, 51.14285714285715 75, 51.23809523809524 75, 51.33333333333334 75, 51.42857142857143 75, 51.52380952380953 75, 51.61904761904762 75, 51.71428571428572 75, 51.80952380952381 75, 51.90476190476191 75, 52 75, 52 74.90909090909091, 52 74.81818181818181, 52 74.72727272727273, 52 74.63636363636364, 52 74.54545454545455, 52 74.45454545454545, 52 74.36363636363636, 52 74.27272727272727, 52 74.18181818181819, 52 74.09090909090909, 52 74, 51.90476190476191 74, 51.80952380952381 74, 51.71428571428572 74, 51.61904761904762 74, 51.52380952380953 74, 51.42857142857143 74, 51.33333333333334 74, 51.23809523809524 74, 51.14285714285715 74, 51.04761904761905 74, 50.95238095238095 74, 50.85714285714285 74, 50.76190476190476 74, 50.66666666666666 74, 50.57142857142857 74, 50.47619047619047 74, 50.38095238095238 74, 50.28571428571428 74, 50.19047619047619 74, 50.09523809523809 74, 50 74))"
1607,16,07,16-07,"POLYGON ((52 74, 52 74.09090909090909, 52 74.18181818181819, 52 74.27272727272727, 52 74.36363636363636, 52 74.45454545454545, 52 74.54545454545455, 52 74.63636363636364, 52 74.72727272727273, 52 74.81818181818181, 52 74.90909090909091, 52 75, 52.09523809523809 75, 52.19047619047619 75, 52.28571428571428 75, 52.38095238095238 75, 52.47619047619047 75, 52.57142857142857 75, 52.66666666666666 75, 52.76190476190476 75, 52.85714285714285 75, 52.95238095238095 75, 53.04761904761905 75, 53.14285714285715 75, 53.23809523809524 75, 53.33333333333334 75, 53.42857142857143 75, 53.52380952380953 75, 53.61904761904762 75, 53.71428571428572 75, 53.80952380952381 75, 53.90476190476191 75, 54 75, 54 74.90909090909091, 54 74.81818181818181, 54 74.72727272727273, 54 74.63636363636364, 54 74.54545454545455, 54 74.45454545454545, 54 74.36363636363636, 54 74.27272727272727, 54 74.18181818181819, 54 74.09090909090909, 54 74, 53.90476190476191 74, 53.80952380952381 74, 53.71428571428572 74, 53.61904761904762 74, 53.52380952380953 74, 53.42857142857143 74, 53.33333333333334 74, 53.23809523809524 74, 53.14285714285715 74, 53.04761904761905 74, 52.95238095238095 74, 52.85714285714285 74, 52.76190476190476 74, 52.66666666666666 74, 52.57142857142857 74, 52.47619047619047 74, 52.38095238095238 74, 52.28571428571428 74, 52.19047619047619 74, 52.09523809523809 74, 52 74))"
1620,16,20,16-20,"POLYGON ((54 74, 54 74.09090909090909, 54 74.18181818181819, 54 74.27272727272727, 54 74.36363636363636, 54 74.45454545454545, 54 74.54545454545455, 54 74.63636363636364, 54 74.72727272727273, 54 74.81818181818181, 54 74.90909090909091, 54 75, 54.09523809523809 75, 54.19047619047619 75, 54.28571428571428 75, 54.38095238095238 75, 54.47619047619047 75, 54.57142857142857 75, 54.66666666666666 75, 54.76190476190476 75, 54.85714285714285 75, 54.95238095238095 75, 55.04761904761905 75, 55.14285714285715 75, 55.23809523809524 75, 55.33333333333334 75, 55.42857142857143 75, 55.52380952380953 75, 55.61904761904762 75, 55.71428571428572 75, 55.80952380952381 75, 55.90476190476191 75, 56 75, 56 74.90909090909091, 56 74.81818181818181, 56 74.72727272727273, 56 74.63636363636364, 56 74.54545454545455, 56 74.45454545454545, 56 74.36363636363636, 56 74.27272727272727, 56 74.18181818181819, 56 74.09090909090909, 56 74, 55.90476190476191 74, 55.80952380952381 74, 55.71428571428572 74, 55.61904761904762 74, 55.52380952380953 74, 55.42857142857143 74, 55.33333333333334 74, 55.23809523809524 74, 55.14285714285715 74, 55.04761904761905 74, 54.95238095238095 74, 54.85714285714285 74, 54.76190476190476 74, 54.66666666666666 74, 54.57142857142857 74, 54.47619047619047 74, 54.38095238095238 74, 54.28571428571428 74, 54.19047619047619 74, 54.09523809523809 74, 54 74))"
1619,16,19,16-19,"POLYGON ((56 74, 56 74.09090909090909, 56 74.18181818181819, 56 74.27272727272727, 56 74.36363636363636, 56 74.45454545454545, 56 74.54545454545455, 56 74.63636363636364, 56 74.72727272727273, 56 74.81818181818181, 56 74.90909090909091, 56 75, 56.09523809523809 75, 56.19047619047619 75, 56.28571428571428 75, 56.38095238095238 75, 56.47619047619047 75, 56.57142857142857 75, 56.66666666666666 75, 56.76190476190476 75, 56.85714285714285 75, 56.95238095238095 75, 57.04761904761905 75, 57.14285714285715 75, 57.23809523809524 75, 57.33333333333334 75, 57.42857142857143 75, 57.52380952380953 75, 57.61904761904762 75, 57.71428571428572 75, 57.80952380952381 75, 57.90476190476191 75, 58 75, 58 74.90909090909091, 58 74.81818181818181, 58 74.72727272727273, 58 74.63636363636364, 58 74.54545454545455, 58 74.45454545454545, 58 74.36363636363636, 58 74.27272727272727, 58 74.18181818181819, 58 74.09090909090909, 58 74, 57.90476190476191 74, 57.80952380952381 74, 57.71428571428572 74, 57.61904761904762 74, 57.52380952380953 74, 57.42857142857143 74, 57.33333333333334 74, 57.23809523809524 74, 57.14285714285715 74, 57.04761904761905 74, 56.95238095238095 74, 56.85714285714285 74, 56.76190476190476 74, 56.66666666666666 74, 56.57142857142857 74, 56.47619047619047 74, 56.38095238095238 74, 56.28571428571428 74, 56.19047619047619 74, 56.09523809523809 74, 56 74))"
1608,16,08,16-08,"POLYGON ((40 75, 40 75.09090909090909, 40 75.18181818181819, 40 75.27272727272727, 40 75.36363636363636, 40 75.45454545454545, 40 75.54545454545455, 40 75.63636363636364, 40 75.72727272727273, 40 75.81818181818181, 40 75.90909090909091, 40 76, 40.09523809523809 76, 40.19047619047619 76, 40.28571428571428 76, 40.38095238095238 76, 40.47619047619047 76, 40.57142857142857 76, 40.66666666666666 76, 40.76190476190476 76, 40.85714285714285 76, 40.95238095238095 76, 41.04761904761905 76, 41.14285714285715 76, 41.23809523809524 76, 41.33333333333334 76, 41.42857142857143 76, 41.52380952380953 76, 41.61904761904762 76, 41.71428571428572 76, 41.80952380952381 76, 41.90476190476191 76, 42 76, 42 75.90909090909091, 42 75.81818181818181, 42 75.72727272727273, 42 75.63636363636364, 42 75.54545454545455, 42 75.45454545454545, 42 75.36363636363636, 42 75.27272727272727, 42 75.18181818181819, 42 75.09090909090909, 42 75, 41.90476190476191 75, 41.80952380952381 75, 41.71428571428572 75, 41.61904761904762 75, 41.52380952380953 75, 41.42857142857143 75, 41.33333333333334 75, 41.23809523809524 75, 41.14285714285715 75, 41.04761904761905 75, 40.95238095238095 75, 40.85714285714285 75, 40.76190476190476 75, 40.66666666666666 75, 40.57142857142857 75, 40.47619047619047 75, 40.38095238095238 75, 40.28571428571428 75, 40.19047619047619 75, 40.09523809523809 75, 40 75))"
